k_num,topico,posicao,theta,ano,fonte,subarea,trecho
2,"T2: Política Externa, Cooperação e Integração Regional",17,0.93,2021,CAPES,CP,"A ÁFRICA AUSTRAL FOI A REGIÃO DO CONTINENTE AFRICANO MAIS AFETADA PELA SEGREGAÇÃO RACIAL QUE CULMINOU NOS GOVERNOS DE MINORIA BRANCA DA ÁFRICA DO SUL, NAMÍBIA E ZIMBÁBUE. PARTINDO DO ESTUDO DO CONTEXTO REGIONAL DA ÁFRICA AUSTRAL NO PERÍODO ENTRE 1975 E 1994, ASSIM COMO DAS DÉCADAS ANTECEDENTES, ESTA DISSERTAÇÃO SE PROPÕE A RESPONDER A SEGUINTE QUESTÃO: COMO OS GOVERNOS DE MINORIA BRANCA DA ÁFRICA DO SUL, NAMÍBIA E ZIMBÁBUE INFLUENCIARAM INDIRETAMENTE A FORMAÇÃO DA COMUNIDADE PARA O DESENVOLVI..."
2,"T2: Política Externa, Cooperação e Integração Regional",18,0.926,2024,CAPES,RI,"ESTA TESE EXAMINA A POLÍTICA EXTERNA DO MÉXICO EM RELAÇÃO À AMÉRICA LATINA ENTRE 1995 E 2018, ANALISANDO O IMPACTO DAS TRANSFORMAÇÕES DO REGIONALISMO LATINO-AMERICANO NESSE PERÍODO. O ESTUDO PARTE DO CONTEXTO HISTÓRICO MARCADO PELA ASSINATURA DO ACORDO DE LIVRE COMÉRCIO DA AMÉRICA DO NORTE (NAFTA) EM 1994, QUE CONSOLIDOU A DEPENDÊNCIA ECONÔMICA MEXICANA DOS ESTADOS UNIDOS DA AMÉRICA (EUA), E BUSCA COMPREENDER COMO O MÉXICO EQUILIBROU ESSA INTEGRAÇÃO COM O NORTE E SEUS LAÇOS COM A AMÉRICA LATI..."
2,"T2: Política Externa, Cooperação e Integração Regional",19,0.922,2009,CAPES,RI,"A presente dissertação versa sobre as relações Brasil  Bolívia na área de hidrocarbonetos e procura identificar as principais implicações para a geopolítica sul-americana dessa interligação energética regional, considerada central na integração da América do Sul. Procura-se averiguar como o legado histórico dessa relação bilateral condicionou as reações do governo brasileiro face às decisões do Governo Evo Morales e à instabilidade política boliviana. Ou seja, busca-se averiguar como o gover..."
2,"T2: Política Externa, Cooperação e Integração Regional",20,0.92,2023,CAPES,CP,"O PRESENTE TRABALHO DISSERTATIVO TRATA DA POLÍTICA EXTERNA DOS ESTADOS UNIDOS DA AMÉRICA (EUA)E DE UMA ORGANIZAÇÃO INTERNACIONAL DE VIÉS SECURITÁRIO, LIDERADA POR ESTE ATOR, A ORGANIZAÇÃO DO TRATADO DO ATLÂNTICO NORTE (OTAN). A IMPORTÂNCIA DE ANALISAR A POLÍTICA EXTERNA DO GOVERNO DONALD J. TRUMP SE DÁ NA CONJUNTURA DO DESENVOLVIMENTO DESTA POLÍTICA, POIS O EX-PRESIDENTE COLOCOU EM PERSPECTIVA A LIDERANÇA DOS ESTADOS UNIDOS EM ALGUMAS ORGANIZAÇÕES INTERNACIONAIS, DENTRE ESTAS A OTAN. NO ÂMBIT..."
3,T3: Economia Política Internacional e Desenvolvimento,1,0.946,1999,CAPES,RI,"O processo de globalização financeira, que tomou forte impulso nos últimos anos, levou à eclosão de inúmeras crises sistêmicas. Dentre estas crises pode-se citar a crise do México de 1994 e a crise asiática de 1997. Sem dúvida, o processo de globalização financeira pode levar ao desenvolvimento dos sistemas financeiros domésticos e ao aumento dos investimentos produtivos de longo prazo, dada a interligação entre os capitais de longo e curto prazos. Por outro lado, no entanto, o processo de gl..."
3,T3: Economia Política Internacional e Desenvolvimento,2,0.946,2016,CAPES,DEFESA,"ESSE TRABALHO INVESTIGA A QUESTÃO DA DESINDUSTRIALIZAÇÃO DA ECONOMIA BRASILEIRA, CARACTERIZADA POR UMA MUDANÇA NA DIVISÃO SOCIAL DO TRABALHO, NA PERSPECTIVA DAS RECENTES TRANSFORMAÇÕES DO CAPITALISMO MUNDIAL, COMO A FINANCEIRIZAÇÃO, A TERCEIRIZAÇÃO, A RELOCALIZAÇÃO E A DIGITALIZAÇÃO DAS ATIVIDADES ECONÔMICAS. ESSAS TRANSFORMAÇÕES ESTRUTURAIS DO CAPITALISMO, DESENCADEADAS PELA CRISE DE ACUMULAÇÃO NOS ANOS SETENTA, CONSTITUEM A BASE DO PROCESSO DE GLOBALIZAÇÃO ECONÔMICA. A PESQUISA PARTE DA HIP..."
3,T3: Economia Política Internacional e Desenvolvimento,3,0.938,2018,CAPES,RI,"NO SÉCULO XX, O MODO DE ORGANIZAÇÃO PRODUTIVA INTERNACIONAL PERPASSOU POR ALGUMAS MUDANÇAS QUE IMPLICARAM NA FRAGMENTAÇÃO E DISPERSÃO DAS ATIVIDADES DA CADEIA PRODUTIVA EM DIFERENTES PAÍSES E REGIÕES DO MUNDO. TAL FENÔMENO NÃO SÓ INTENSIFICOU O COMÉRCIO INTERNACIONAL DE INTERMEDIÁRIOS, COMO TAMBÉM ENGENDROU MAIOR INTERDEPENDÊNCIA ENTRE AS ECONOMIAS DOS PAÍSES E ENFORÇOU UMA NOVA DIVISÃO INTERNACIONAL DO TRABALHO. EM TAL DIVISÃO OS PAÍS DESENVOLVIDOS FOCAM EM ATIVIDADES PRODUTIVAS DE MAIOR VAL..."
3,T3: Economia Política Internacional e Desenvolvimento,4,0.931,2006,CAPES,RI,"O objetivo desta dissertação é analisar o desenvolvimento do sistema multilateral de investimento à luz dos interesses dos países em desenvolvimento (PED), identificando as oportunidades e os desafios que se apresentam para esses países. A partir da década de 90, o volume dos fluxos de investimento estrangeiro direto aos PED cresceu significativamente, trazendo visíveis benefícios aos países receptores, sobretudo no que se refere à disseminação de tecnologias. Por outro lado, o sistema multil..."
3,T3: Economia Política Internacional e Desenvolvimento,5,0.928,2012,CAPES,RI,"A presente pesquisa tem por objetivo analisar a importância das exportações minerais.na recente retomada do crescimento econômico dos países sul-americanos. Esse processo está.profundamente relacionado ao ciclo de crescimento econômico acelerado e as profundas.mudanças que ocorrem na China, nas últimas três décadas. Essa economia concentra uma.parcela cada vez maior da produção industrial mundial, principalmente na indústria de bens.básicos, como aço, vidro e cimento. Como resultado, sua dema..."
3,T3: Economia Política Internacional e Desenvolvimento,6,0.925,2015,CAPES,RI,"EXIBINDO UMA MATRIZ ENERGÉTICA RELATIVAMENTE LIMPA E FAVORECIDO PELA DISPONIBILIDADE DE RECURSOS HÍDRICOS, TERRAS ARÁVEIS ABUNDANTES PARA BIOMASSA E VASTAS RESERVAS DE PETRÓLEO, O BRASIL NÃO ESTÁ ENCORAJANDO NA MESMA INTENSIDADE QUE OUTROS PAÍSES INOVAÇÕES TECNOLÓGICAS EM ENERGIAS DE BAIXO CARBONO. O SISTEMA DE APRENDIZADO TECNOLÓGICO PASSIVO EM TORNO DO QUAL SE ESTRUTUROU A INDUSTRIALIZAÇÃO TARDIA DO PAÍS CONSTITUI UM OBSTÁCULO PARA AS ATIVIDADES DE INOVAÇÃO LOCAL, SITUAÇÃO QUE É AGRAVADA PE..."
3,T3: Economia Política Internacional e Desenvolvimento,7,0.914,2012,CAPES,RI,"O presente trabalho tem como objetivo identificar se a inserção internacional da China.como exportadora de produtos manufaturados baratos está se erodindo e terá que se reorientar em.função de constrangimentos de ordem econômica, advindos tanto de um padrão de acumulação.de capital insustentável, quanto de pressões estruturais altistas sobre os salários reais industriais..Discutimos as teses que atribuem à dependência na demanda externa e à baixa parcela do.trabalho na renda nacional imperati..."
3,T3: Economia Política Internacional e Desenvolvimento,8,0.905,2013,CAPES,DEFESA,"A CHINA ESTÁ SE TRANSFORMANDO EM UMA DAS PRINCIPAIS ORIGENS MUNDIAIS DE INVESTIMENTOS EXTERNOS DIRETOS (IEDS). NO BRASIL, OS INVESTIMENTOS EXTERNOS DIRETOS CHINESES (IEDCS) TÊM AUMENTADO DESDE OS PRIMEIROS ANOS DESTE SÉCULO, REGISTRANDO GRANDE ELEVAÇÃO PRINCIPALMENTE A PARTIR DE 2010. OS IEDCS NO BRASIL SÃO INVESTIMENTOS REALIZADOS NOTADAMENTE POR EMPRESAS DE PROPRIEDADE ESTATAL (EPES), PRINCIPALMENTE PROPRIEDADE ESTATAL CENTRAL (EPECS), CUJAS PRINCIPAIS MODALIDADES DE ENTRADA SÃO GREENFIELD ..."
3,T3: Economia Política Internacional e Desenvolvimento,9,0.905,2024,CAPES,RI,"NESTA PESQUISA, ANALISAMOS A RELAÇÃO HISTÓRICA DO VIETNÃ E SEUS DIFERENTES PERÍODOS DE INTEGRAÇÃO COM A ECONOMIA-MUNDO CAPITALISTA ATRAVÉS DA LENTE ESTRUTURAL DA ANÁLISE DE SISTEMAS-MUNDO. EM ESPECÍFICO, CENTRAMOS O ESTUDO NA METADE DA DÉCADA DE 1980, DURANTE AS REFORMAS NACIONAIS CONHECIDAS COMO DOI MOI, QUE APROFUNDAM OS VÍNCULOS DO PAÍS À ECONOMIA-MUNDO CAPITALISTA. O OBJETIVO CENTRAL DESTA PESQUISA FOI DE ANALISAR SE O CRESCIMENTO ECONÔMICO DO VIETNÃ GERADO APÓS AS REFORMAS NACIONAIS FOI ..."
3,T3: Economia Política Internacional e Desenvolvimento,10,0.904,2024,CAPES,RI,"A INDUSTRIALIZAÇÃO DO LÍTIO NA BOLÍVIA SURGIU COMO UM DESAFIO MÚLTIPLO, ONDE FATORES INTERNOS E EXTERNOS CONVERGIRAM PARA DIFICULTAR OS ESFORÇOS DO PAÍS NESTA MATÉRIA. APESAR DE SER DETENTORA DOS MAIORES RECURSOS DE LÍTIO DO MUNDO, A BOLÍVIA TEM ENFRENTADO DIFICULDADES PARA SE TORNAR UM ATOR RELEVANTE NA ECONOMIA GLOBAL DE LÍTIO. ESTA PESQUISA EXAMINOU DETALHADAMENTE OS ELEMENTOS ESTRUTURAIS QUE CONDICIONARAM A RECONSIDERAÇÃO DA BOLÍVIA, DEPOIS DE MAIS DE DEZ ANOS, DE INDUSTRIALIZAR O SEU LÍT..."
3,T3: Economia Política Internacional e Desenvolvimento,11,0.902,2009,OpenAlex,ARTIGO,"A consolidação da Petrobras enquanto companhia transnacional ocorre em um momento de intensificação do processo de internacionalização das empresas brasileiras. Uma das características dos investimentos internacionais de países em desenvolvimento é que eles se concentram em sua própria região. Esse é o caso do Brasil, que destina uma parte importante de seus investimentos no exterior à América do Sul, especialmente à Argentina, onde o Brasil tornou-se um dos maiores investidores estrangeiros...."
3,T3: Economia Política Internacional e Desenvolvimento,12,0.893,2006,CAPES,OUTROS,"Este trabalho busca identificar os fatores determinantes da competitividade do arroz no Brasil, Uruguai e Argentina. Neste sentido, foi avaliada a política agrícola dos três países, seus custos de produção, os quais são afetados pelos preços dos insumos, pelos juros pagos e pela tributação de cada país, além do comportamento do câmbio e das tarifas impostas à importação de terceiros mercados. Quanto à política agrícola, constatou-se que no Brasil os instrumentos sempre foram mais voltados ao ..."
3,T3: Economia Política Internacional e Desenvolvimento,13,0.889,2006,CAPES,OUTROS,"A partir das relevantes transformações na organização dos sistemas agroindustriais, ocorridas a partir da década de 60, juntamente com a crescente.participação do capital industrial nesse processo, muitos setores produtivos, entreeles o setor avícola de corte brasileiro, lograram expressivas taxas de crescimentos.ao longo das últimas décadas. Isso só foi possível porque tais setores experimentaram crescentes ganhos tecnológicos reunindo as pré-condições para,também, conquistar mercados extern..."
3,T3: Economia Política Internacional e Desenvolvimento,14,0.888,1996,CAPES,CP,"O trabalho atesta a existência de um ciclo de ascenção, queda e renascimento dos mercados financeiros internacionais, entre 1870 e o final do século XX, e estuda os efeitos desse ciclo sobre a autonomia ds políticas econômicas dos países integrados à ordem burguesa internacional. A dissertação é uma análise do processo histórico, dos interesses econômicos e dos embates políticos que produziram o ATUAL poder estrutural do capital financeiro internacional. Busca, também, discutir os mecanismos ..."
3,T3: Economia Política Internacional e Desenvolvimento,15,0.883,2023,CAPES,RI,"O TRABALHO PRESENTE TEM POR OBJETIVO FAZER UMA ANÁLISE A RESPEITO DOS INVESTIMENTOS CHINESES NO BRASIL TENDO COMO BASE AS OPORTUNIDADES CRIADAS PELOS PLANOS MADE IN CHINA 2025 E INTERNET PLUS/INTERNET +. PARA ESSE FIM, A PESQUISA ESTÁ ORGANIZADA EM TRÊS SEÇÕES. PRIMEIRO, FEZ-SE UMA DISCUSSÃO SOBRE A ASCENSÃO DA CHINA NAS CADEIAS GLOBAIS DE VALOR E A INTERNACIONALIZAÇÃO DAS EMPRESAS CHINESAS: GOING GLOBAL, ANALISANDO A PREDOMINÂNCIA DOS PRODUTOS CHINESES DE ALTO VALOR AGREGADO NO BRASIL. C..."
3,T3: Economia Política Internacional e Desenvolvimento,16,0.878,2019,CAPES,PP,"OS PEQUENOS NEGÓCIOS AO REDOR DO MUNDO ENCONTRAM OBSTÁCULOS PARA ACESSAR E UTILIZAR SERVIÇOS FINANCEIROS, VITAIS À SUA SOBREVIVÊNCIA E EXPANSÃO. FALHAS DO MERCADO FINANCEIRO RELACIONADAS À ASSIMETRIA INFORMACIONAL E AOS CUSTOS DE TRANSAÇÕES IMPACTAM A DISPONIBILIDADE DE OFERTA DE CRÉDITO AOS PEQUENOS EMPRESÁRIOS E NO CONTEXTO BRASILEIRO, SOMA-SE À DIFICULDADE DO ALTO CUSTO DO CRÉDITO. AS FINTECHS, PRESTADORAS DE SERVIÇOS RESULTANTES DE INOVAÇÕES FINANCEIRAS VIABILIZADAS PELA ADOÇÃO DE NOVAS T..."
3,T3: Economia Política Internacional e Desenvolvimento,17,0.876,2005,CAPES,CP,"O objetivo dessa dissertação é discutir mais detidamente a relação entre a globalização do comércio internacional e o bloqueio ao desenvolvimento econômico proveniente das barreiras agrícolas lançadas pelos países em desenvolvidos, em detrimento da maioria dos países em desenvolvimento no cenário mundial. O novo panorama da economia mundial tem integrado progressivamente os países, tanto desenvolvidos como em desenvolvimento, de uma forma acelerada e sem retorno. Existem alguns poderosos elem..."
3,T3: Economia Política Internacional e Desenvolvimento,18,0.875,2019,CAPES,RI,"ESTE TRABALHO DISCUTE A BAIXA PARTICIPAÇÃO DE BANCOS ESTRANGEIROS NO MERCADO BRASILEIRO NAS ÚLTIMAS DUAS DÉCADAS. EMBORA O PAÍS TENHA PASSADO POR UM PROCESSO EXPLÍCITO E, ATÉ CERTO PONTO, ACELERADO DE ABERTURA DESSE SETOR NA DÉCADA DE 1990, BANCOS ESTRANGEIROS APRESENTARAM PARTICIPAÇÕES DE MERCADO QUE NUNCA CHEGARAM A SER EXPRESSIVAS EM TERMOS RELATIVOS HISTORICAMENTE - EM COMPARAÇÃO ÀQUELAS DOS SEUS COMPETIDORES LOCAIS (PRIVADOS E ESTATAIS) E ÀQUELAS APRESENTADAS POR BANCOS ESTRANGEIROS EM O..."
3,T3: Economia Política Internacional e Desenvolvimento,19,0.874,2004,CAPES,RI,Este trabalho tem como objetvo analisar os mecanismos de internalização do progresso técnico e como a relação que os países estabelecem com os fluxos tecnológicos globais condicionam sua inserção internacional. Os mercados de ativos tecnológicos apresentam peculiaridades e julgamos importante compreendê-las para entender como se dá o fluxo global de conhecimento e tecnologia. Esses mercados estão normalmente identificados pela existência de severas falhas de mercado e fortes assimetrias de in...
3,T3: Economia Política Internacional e Desenvolvimento,20,0.865,2022,CAPES,RI,"A INFLUÊNCIA ANTRÓPICA ACUMULADA NO PLANETA RESULTOU EM UMA NOVA ERA GEOLÓGICA, O ANTROPOCENO. ENTRE OS IMPACTOS RECONHECIDOS, O AUMENTO DE 1,1OC NA TEMPERATURA MÉDIA GLOBAL COMPARADO AOS NÍVEIS PRÉ-INDUSTRIAIS DEVIDO À EMISSÃO ANTRÓPICA DE GASES DE EFEITO ESTUFA. OS COMPROMISSOS ESTABELECIDOS PARA LIMITAR A EMISSÃO DESSES GASES E CONTER O AQUECIMENTO GLOBAL SÃO ACOMPANHADOS POR POLÍTICAS PARA SUBSTITUIÇÃO DE GERAÇÃO DE ENERGIA, COMO O INCENTIVO ÀS FONTES DE ENERGIA RENOVÁVEL, AS GERAÇÕES HID..."
4,"T4: Defesa, Forças Armadas e Operações de Paz",1,0.971,2022,CAPES,DEFESA,"ESTA PESQUISA TEVE COMO OBJETIVO PRINCIPAL ANALISAR A CAPACIDADE DE A AVIAÇÃO DO EXÉRCITO (AVEX) CONTRIBUIR COM A FORÇA AÉREA PARA O DOMÍNIO DO AR. COMO FUNDAMENTOS BÁSICOS UTILIZOU A VISÃO DE GIULIO DOUHET PARA ESTABELECER O CONCEITO DE DOMÍNIO DO AR, VERIFICANDO QUE ESTE CONCEITO É MAIS ABRANGENTE DO QUE O CONCEITO DE SUPERIORIDADE AÉREA, ESTE ÚLTIMO MAIS COMUM E MAIS EMPREGADO NAS DIVERSAS DOUTRINAS DE FORÇAS AÉREAS, INCLUSIVE NA FORÇA AÉREA BRASILEIRA (FAB). PARA VERIFICAR A POSSIBILIDADE..."
4,"T4: Defesa, Forças Armadas e Operações de Paz",2,0.966,2019,CAPES,DEFESA,"O OBJETIVO DESTA PESQUISA É EVIDENCIAR FUTUROS POSSÍVEIS DA GUERRA NAVAL, NOS PRÓXIMOS 30 NOS, POR MEIO DE CENÁRIOS METODOLOGICAMENTE ELABORADOS DE ENFRENTAMENTOS BÉLICOS PERMEADOS POR TECNOLOGIAS DISRUPTIVAS DE ÚLTIMA GERAÇÃO. DRONES, ROBÔS E NAVIOS AUTÔNOMOS, SISTEMAS E ROBÔS DOTADOS COM INTELIGÊNCIA ARTIFICIAL, COMPUTAÇÃO E SATÉLITES QUÂNTICOS, CIBORGUES E EXOESQUELETOS SÃO ALGUNS DOS PRODUTOS TECNOLÓGICOS QUE ESTÃO SENDO PRODUZIDOS E INCORPORADOS AO SERVIÇO DAS FORÇAS ARMADAS E ESTUDADOS ..."
4,"T4: Defesa, Forças Armadas e Operações de Paz",3,0.963,2022,CAPES,DEFESA,"ESTA DISSERTAÇÃO DE MESTRADO ANALISA O EMPREGO DA ATIVIDADE DE INTELIGÊNCIA NO SUPORTE ÀS OPERAÇÕES DE PAZ, NA MISSÃO DAS NAÇÕES UNIDAS PARA ESTABILIZAÇÃO DO HAITI (MINUSTAH). A PARTIR DE 2019, AS NAÇÕES UNIDAS PUBLICARAM UM CONJUNTO DE MANUAIS RESTRINGINDO O EMPREGO DA ATIVIDADE DE INTELIGÊNCIA NESSAS OPERAÇÕES, O QUE IMPLICA NA ADAPTAÇÃO DOUTRINÁRIA DE SEUS PAÍSES CONTRIBUINTES DE TROPA. O BRASIL FAZ PARTE DESSE UNIVERSO E TEM AUMENTADO EXPRESSIVAMENTE SUAS PARTICIPAÇÕES EM MISSÕES DE PAZ A..."
4,"T4: Defesa, Forças Armadas e Operações de Paz",4,0.952,2021,CAPES,DEFESA,"ATUALMENTE NO PARAGUAI EXISTEM VÁRIOS GRUPOS CRIMINOSOS, ENTRE ELES O MAIS DESTACADO E DE MAIOR IMPACTO É O EXÉRCITO DO POVO PARAGUAIO (EPP), TENDO COMO ÁREA DE INFLUÊNCIA OS DEPARTAMENTOS DE CONCEPCIÓN, SAN PEDRO E AMAMBAY. EM 2013, O GOVERNO DISPONIBILIZOU O USO DAS FORÇAS ARMADAS PARA O COMBATE A ESSES GRUPOS CRIMINOSOS, DOS QUAIS SE REALIZARAM DIVERSOS EVENTOS QUE RENDERAM EXPERIÊNCIAS E LIÇÕES APRENDIDAS EM OPERAÇÕES REAIS, QUE PRESSUPÕEM UMA ATUALIZAÇÃO OU INOVAÇÃO DOUTRINÁRIA, OCORREND..."
4,"T4: Defesa, Forças Armadas e Operações de Paz",5,0.95,2022,CAPES,DEFESA,"A FORÇA AÉREA BRASILEIRA PARTICIPA DE MISSÕES DE PAZ DA ORGANIZAÇÃO DAS NAÇÕES UNIDAS (ONU), COM EMPREGO DE TROPA DESDE 2011, NA MISSÃO DAS NAÇÕES UNIDAS PARA ESTABILIZAÇÃO DO HAITI (MINUSTAH). NESTE CENÁRIO, SURGE A TESE DE QUE A CRIAÇÃO DE UM PROGRAMA PADRONIZADO DE PREPARO DE TROPA DE INFANTARIA PARA EMPREGO EM OPERAÇÕES DE PAZ PODE PROPORCIONAR MELHOR CAPACITAÇÃO DOS MILITARES PARA O CUMPRIMENTO DA MISSÃO. O PRESENTE TRABALHO TRATA DA PADRONIZAÇÃO DO PREPARO DE TROPA DE INFANTARIA DA AERO..."
4,"T4: Defesa, Forças Armadas e Operações de Paz",6,0.946,2023,CAPES,DEFESA,"OS RISCOS CIBERNÉTICOS ESTÃO PRESENTES EM TODAS AS ORGANIZAÇÕES E TÊM IMPACTADO DIRETAMENTE NOS PROJETOS DESDE SUA CONCEPÇÃO ATÉ A OPERAÇÃO DOS SISTEMAS. A GESTÃO DESSES RISCOS TEM SIDO UM DESAFIO CRESCENTE, DADO O AVANÇO DA TECNOLOGIA E A INTERDEPENDÊNCIA DOS SISTEMAS. E A FORÇA AÉREA BRASILEIRA (FAB) NÃO É EXCEÇÃO NESSE CENÁRIO. AS DIVERSAS LEGISLAÇÕES QUE ABORDAM O TEMA DENTRO DA FAB NEM SEMPRE CONSEGUEM COLOCAR EM PRÁTICA TODOS OS ASPECTOS DE SEGURANÇA CIBERNÉTICA QUE O ATUAL CONTEXTO DE ..."
4,"T4: Defesa, Forças Armadas e Operações de Paz",7,0.945,2023,CAPES,DEFESA,"O NARCO TERRORISMO É UM DOS CRIMES TRANSNACIONAIS QUE MAIS AVANÇOU EM TERRITÓRIO BRASILEIRO NOS ÚLTIMOS ANOS, TRAZENDO UMA CONSTANTE PREOCUPAÇÃO À DEFESA NACIONAL. ASSIM COMO AS DEMAIS NOVAS AMEAÇAS, EM PARTICULAR O CRIME ORGANIZADO TRANSNACIONAL, É UM PROBLEMA ENFRENTADO PELOS ESTADOS ATUALMENTE, CAPAZ DE DESAFIAR SUA SOBERANIA SOBRE PARTES DO TERRITÓRIO, EM ESPECIAL NAS LINHAS DE FRONTEIRA. PRESSUPONDO QUE A EVOLUÇÃO DO NARCO TERRORISMO LEVARIA À NECESSIDADE DE A MARINHA DO BRASIL APERFEIÇO..."
4,"T4: Defesa, Forças Armadas e Operações de Paz",8,0.942,2023,CAPES,DEFESA,"O CRESCIMENTO TECNOLÓGICO EXPERIMENTADO NAS ÚLTIMAS DÉCADAS MUDOU A FORMA COMO INÚMEROS SETORES EXERCEM SUAS RESPECTIVAS ATIVIDADES. A ÁREA DE DEFESA FAZ PARTE DESTE ARCABOUÇO, MAIS ESPECIFICAMENTE, A FORÇA AÉREA BRASILEIRA, DEVIDO A SUA NATUREZA ESSENCIALMENTE TECNOLÓGICA. COM TAIS MUDANÇAS, DEU-SE INÍCIO ÀS DISCUSSÕES ACERCA DE FENÔMENOS CONHECIDOS COMO ESPAÇO CIBERNÉTICO; PODER CIBERNÉTICO E DOMÍNIO CIBERNÉTICO. UMA VEZ QUE A COMPONENTE CIBERNÉTICA PERPASSA OS DEMAIS DOMÍNIOS OPERACI..."
4,"T4: Defesa, Forças Armadas e Operações de Paz",9,0.932,2019,CAPES,DEFESA,"UM IMPORTANTE PAPEL DAS FORÇAS ARMADAS (FA) BRASILEIRAS FOI, E SEMPRE SERÁ A INTEGRAÇÃO COM A SOCIEDADE. ASSIM, AS FA TÊM EXERCIDO ATIVIDADES TANTO EM PROL DA MANUTENÇÃO DA SOBERANIA NACIONAL, QUANTO EM BENEFÍCIO DIRETO DO DESENVOLVIMENTO DO PAÍS. NESTE ASPECTO DESTACA-SE O TRABALHO DA FORÇA AÉREA BRASILEIRA EM APOIO AOS PELOTÕES ESPECIAIS DE FRONTEIRA (PEF), ORGANIZAÇÕES DO EXÉRCITO BRASILEIRO LOCALIZADAS NA REGIÃO AMAZÔNICA. DADA TODA A SUA RIQUEZA HÍDRICA, BOTÂNICA E MINERAL, BEM COMO O FA..."
4,"T4: Defesa, Forças Armadas e Operações de Paz",10,0.924,2021,CAPES,DEFESA,"ACIDENTES SEMPRE OCORRERAM E SEMPRE IRÃO OCORRER, MAS FOI COM A PRIMEIRA REVOLUÇÃO INDUSTRIAL, COM SEUS INÚMEROS ACIDENTES, QUE A BUSCA POR DESENVOLVER METODOLOGIAS DE INVESTIGAÇÃO, BUSCANDO AS CAUSAS DE TAIS OCORRÊNCIAS, FEZ-SE NECESSÁRIA. OBSERVASE QUE NÃO PODERIA SER MENOS IMPORTANTE, A APLICAÇÃO DE TAIS METODOLOGIAS, ENVOLVENDO OS ACIDENTES COM VEÍCULOS ESPACIAIS, QUE POSSUEM UM GRANDE POTENCIAL DE CAUSAR MORTES. ASSIM, ESTA PESQUISA IDENTIFICOU ALGUMAS METODOLOGIAS DE INVESTIGAÇÃO DE ACI..."
4,"T4: Defesa, Forças Armadas e Operações de Paz",11,0.92,2019,CAPES,DEFESA,"ESTE TRABALHO FOCALIZOU O EMPREGO DO PODER AEROESPACIAL EM OPERAÇÕES DE PAZ DA ONU. O OBJETIVO DA PESQUISA FOI ANALISAR A CAPACIDADE DA FORÇA AÉREA BRASILEIRA PARA PARTICIPAR COMO COMPONENTE AEROESPACIAL DE OPERAÇÕES DE PAZ DA ORGANIZAÇÃO DAS NAÇÕES UNIDAS. PARA TANTO, ESTABELECEU-SE TRÊS OBJETIVOS ESPECÍFICOS INTERDEPENDENTES PARA A APRESENTAÇÃO E ANÁLISE DOS DADOS. PRIMEIRAMENTE, A PESQUISA DISCRIMINOU QUAIS AERONAVES DA FAB CUMPREM OS REQUISITOS DE EMPREGO DA AVIAÇÃO MILITAR DA ONU. EM SEG..."
4,"T4: Defesa, Forças Armadas e Operações de Paz",12,0.919,2016,CAPES,DEFESA,"ESTRATÉGIAS DE SEGURANÇA E DEFESA ESTÃO CADA VEZ MAIS RELACIONADAS COM OS AVANÇOS DA TECNOLOGIA E COM A CAPACITAÇÃO DOS RECURSOS HUMANOS. NESSE SENTIDO, É NECESSÁRIA A MANUTENÇÃO DA ATUALIZAÇÃO TECNOLÓGICA, O QUE REPRESENTA UM GRANDE DESAFIO. POR ISSO AS TÉCNICAS DE PROSPECÇÃO TECNOLÓGICA SÃO NORMALMENTE EMPREGADAS PELAS GRANDES ORGANIZAÇÕES, EM ESPECIAL AS INSTITUIÇÕES GOVERNAMENTAIS. NA MARINHA DO BRASIL (MB) A AQUISIÇÃO E A MANUTENÇÃO DAS TECNOLOGIAS EMPREGADAS EM SEUS MEIOS NAVAIS REPRESE..."
4,"T4: Defesa, Forças Armadas e Operações de Paz",13,0.918,2023,CAPES,DEFESA,"A POSSIBILIDADE DE AQUISIÇÃO DE ARMAMENTOS SUPERFÍCIE-AR DE MÉDIO E LONGO ALCANCES PARA AS FORÇAS ARMADAS DO BRASIL POSSUI IMPLICAÇÕES DIRETAS NA CAPACIDADE DE DISSUASÃO CONVENCIONAL MILITAR E DE COMBATE DA GUERRA MULTIDOMÍNIO, QUE É UMA REALIDADE DOS CONFLITOS MODERNOS. NA FORÇA AÉREA BRASILEIRA (FAB), A ATIVIDADE DE DEFESA ANTIAÉREA VEM CRESCENDO E CONTRIBUINDO PARA UM MELHOR PROVEITO DA CAPACIDADE COMBATIVA, NA MEDIDA EM QUE AS UNIDADES DE EMPREGO VÊM PARTICIPANDO DE EXERCÍCIOS OPERACIONAI..."
